
name,date,location,venue,address,prefecture,city,lat,lon,source,url
【2024年全国版】12月ワンちゃんイベント一覧！,,2024年全国版,,2024年全国版,,2024年全国版,,,Happyplace,https://happyplace.pet/event/202412/
【10/26土開催】ワンぱくHallowe’en🎃が終了しました！,,10/26土開催,,10/26土開催,,10/26土開催,,,Happyplace,https://happyplace.pet/event/wanpaku-halloween-fes-feedback/
【参加してくれてありがとう🎃】体を動かしながら楽しくしつけを学ぶ「ハロウィン運動会」,,参加してくれてありがとう🎃,,参加してくれてありがとう🎃,,参加してくれてありがとう🎃,,,Happyplace,https://happyplace.pet/event/wanpaku-fes-undokai-feedback/
【ワンぱくHallowe’en🎃】豪華宿泊券が当たるビンゴ大会！賞品を一挙ご紹介🎁✨,2024-09-03,ワンぱくHallowe’en🎃,,ワンぱくHallowe’en🎃,,ワンぱくHallowe’en🎃,,,Happyplace,https://happyplace.pet/event/info-wanpaku-halloween_bingo/
2024年10月14日(土)横浜わんにゃんスマイルFES 秋 が終了しました！,2024-09-02,,,,,,,,Happyplace,https://happyplace.pet/event/wannyan-thanks-news202410/
【2024年全国版】11月ワンちゃんイベント一覧！,,2024年全国版,,2024年全国版,,2024年全国版,,,Happyplace,https://happyplace.pet/event/202411/
【10/26 土曜】楽しく学べるしつけ教室 第2弾！ハロウィン運動会を開催します！,,10/26 土曜,,10/26 土曜,,10/26 土曜,,,Happyplace,https://happyplace.pet/event/wanpaku-halloween_deundokai/
【2024年】インターペット大阪特集！9月20日～9月22日開催！おもしろいグッズ盛り沢山♪,,2024年,,2024年,,2024年,60.2357722,25.1224282,Happyplace,https://happyplace.pet/odekake/2024interpet_osaka/
【予約制】ハピプレ専属カメラマンによるハロウィーン撮影会！,,予約制,,予約制,,予約制,31.2641412,130.9901095,Happyplace,https://happyplace.pet/event/atsumare-kibakko20241026camera/
【10/26土】ワンぱくHallowe’en🎃 出店者様一覧,2024-09-03,10/26土,,10/26土,,10/26土,,,Happyplace,https://happyplace.pet/event/wanpaku-halloween-companylist/
【ペット博なごや2024】愛犬愛猫のための“食・健康・遊び”最新ペットグッズ・サービスご紹介！,2024-04-12,ペット博なごや2024,,ペット博なごや2024,,ペット博なごや2024,,,Happyplace,https://happyplace.pet/odekake/2024-nagoya-pethaku/
【2024年全国版】10月ワンちゃんイベント一覧！,,2024年全国版,,2024年全国版,,2024年全国版,,,Happyplace,https://happyplace.pet/event/202410/
【9/14土開催】みんなで作るお散歩マッププロジェクト,2024-09-10,9/14土開催,,9/14土開催,,9/14土開催,,,Happyplace,https://happyplace.pet/event/atumarekibakko-feedback/
【9/14土】 わんちゃん撮影会 開催！,,9/14土,,9/14土,,9/14土,,,Happyplace,https://happyplace.pet/event/atsumare-kibakko20240914/
募集終了【出店者募集】10/26(土)ワンぱくHallowe’en🎃,,出店者募集,,出店者募集,,出店者募集,35.0327942,135.7619333,Happyplace,https://happyplace.pet/event/recruit-wanpaku-halloween/
【ハピプレが企画制作！】わんちゃんイベント一覧,2024-07-24,ハピプレが企画制作！,,ハピプレが企画制作！,,ハピプレが企画制作！,,,Happyplace,https://happyplace.pet/event/summary-atumare-kibakko/
【10/26土】ハピプレ企画イベント！ワンぱくHallowe’en🎃を開催します！,2024-09-24,10/26土,,10/26土,,10/26土,,,Happyplace,https://happyplace.pet/event/info-wanpaku-halloween/
【10/14月祝】豪華宿泊券が当たる抽選会を開催します！わんにゃんスマイルFES,2024-10-16,10/14月祝,,10/14月祝,,10/14月祝,,,Happyplace,https://happyplace.pet/event/wannyan-smile20241014/
【8/24開催】あつまれ！きばっこ みんなで作るお散歩マッププロジェクト -WAN NIGHT FESTIVAL-,2024-07-29,8/24開催,,8/24開催,,8/24開催,,,Happyplace,https://happyplace.pet/event/wan-night-fes-feedback/
【2024年全国版】9月ワンちゃんイベント一覧！,,2024年全国版,,2024年全国版,,2024年全国版,,,Happyplace,https://happyplace.pet/event/202409/
【-WAN NIGHT FESTIVAL-】出展&協賛企業 公開！,,-WAN NIGHT FESTIVAL-,,-WAN NIGHT FESTIVAL-,,-WAN NIGHT FESTIVAL-,,,Happyplace,https://happyplace.pet/event/event_kibaco2024_wan-night-fes-companylist/
あつまれ！きばっこ みんなで作るお散歩マッププロジェクト -WAN NIGHT FESTIVAL-,2024-09-02,,,,,,,,Happyplace,https://happyplace.pet/event/event_kibaco2024_wan-night-fes/
【2024年全国版】8月ワンちゃんイベント一覧！愛犬と夏のマルシェ＆夜祭りを楽しもう！,,2024年全国版,,2024年全国版,,2024年全国版,,,Happyplace,https://happyplace.pet/event/202408/
【2024年全国版】7月ワンちゃんイベント一覧！愛犬と七夕！お祭り！夏ならではのコンテンツを楽しもう！,,2024年全国版,,2024年全国版,,2024年全国版,,,Happyplace,https://happyplace.pet/event/202407/
【2024年全国版】6月ワンちゃんイベント一覧！初夏の企画続々！愛犬とマルシェを楽しもう,,2024年全国版,,2024年全国版,,2024年全国版,,,Happyplace,https://happyplace.pet/event/202406/
【2024年全国版】5月ワンちゃんイベント一覧！面白い企画が続々！愛犬とGW＆マルシェを楽しもう,,2024年全国版,,2024年全国版,,2024年全国版,,,Happyplace,https://happyplace.pet/event/202405/
【2024年】インターペット特集！愛犬のためのグッズから業界初？！な情報をご案内♪,,2024年,,2024年,,2024年,60.2357722,25.1224282,Happyplace,https://happyplace.pet/odekake/2024interpet/
【2024年全国版】4月ワンちゃんイベント一覧！春の企画続々！愛犬と桜＆マルシェを楽しもう,,2024年全国版,,2024年全国版,,2024年全国版,,,Happyplace,https://happyplace.pet/event/202404-2/
【滋賀県】ワンちゃんサイクリング in びわ湖長浜,,滋賀県,,滋賀県,滋賀県,,35.2471540,136.1093850,Happyplace,https://happyplace.pet/event/shiga_dogcycling_2024/
【福岡県】CHIHUAHUA JAM （チワワジャム）,,福岡県,,福岡県,福岡県,,33.6251241,130.6180016,Happyplace,https://happyplace.pet/event/fukuoka_chiuahua-jam-sakura__2024-2/
【福岡県】さくらマルシェ for dogs,,福岡県,,福岡県,福岡県,,33.6251241,130.6180016,Happyplace,https://happyplace.pet/event/fukuoka_sakura-marche_fordogs-sakura__2024-2/
【岡山県】SPARK JOY FESTA in 北長瀬未来ふれあい公園 芝生広場,,岡山県,,岡山県,岡山県,,34.8581334,133.7759256,Happyplace,https://happyplace.pet/event/okayaa_sparkjoy_festa-sakura__2024-2/
【兵庫県】ワンダフルフェスタ,,兵庫県,,兵庫県,兵庫県,,34.9149340,134.8606660,Happyplace,https://happyplace.pet/event/hyogo-wondorful-festa-sakura__2024-2/
【大阪府】プレミアムわんだふるday,,大阪府,,大阪府,大阪府,,34.6198813,135.4903570,Happyplace,https://happyplace.pet/event/osaka_premium-wandorful-day-sakura__2024-2/
【兵庫県】Happy Dogフェス,,兵庫県,,兵庫県,兵庫県,,34.9149340,134.8606660,Happyplace,https://happyplace.pet/event/hyogo_happydog_fes-sakura__2024-2/
【兵庫県】第13回 愛犬マルシェ in 明石グラバ,,兵庫県,,兵庫県,兵庫県,,34.9149340,134.8606660,Happyplace,https://happyplace.pet/event/hyogo_aken-marche-sakura__2024-2/
【滋賀県】第7回 犬のおさんぽマルシェ,,滋賀県,,滋賀県,滋賀県,,35.2471540,136.1093850,Happyplace,https://happyplace.pet/event/shiga_inunoosanpo-marche_vol7-sakura__2024-2/
【兵庫県】ピースワンドッグフェスタ,,兵庫県,,兵庫県,兵庫県,,34.9149340,134.8606660,Happyplace,https://happyplace.pet/event/hyogo_peacewandog_fes-sakura__2024-2/
【岐阜県】わんわんフェスタ Vol.5,,岐阜県,,岐阜県,岐阜県,,35.7867449,137.0460777,Happyplace,https://happyplace.pet/event/gifu_wanwanfes_vol5_2024-2/
【岐阜県】わんワンダーフェス イオンモール土岐,,岐阜県,,岐阜県,岐阜県,,35.7867449,137.0460777,Happyplace,https://happyplace.pet/event/gifu_wanwonder_fes-sakurafes__2024-2/
【埼玉県】さん歩マルシェ,,埼玉県,,埼玉県,埼玉県,,35.9754168,139.4160114,Happyplace,https://happyplace.pet/event/saitama_sanpomarche-sakura__2024/
【東京都】東京夢の島マリーナ 桜まつり,,東京都,,東京都,東京都,,35.6768601,139.7638947,Happyplace,https://happyplace.pet/event/tokyo_yumenoshima-sakurafes__2024-2/
【栃木県】SOS!わんこ救出大作戦！in 那須ハイランドパーク,,栃木県,,栃木県,栃木県,,36.6782167,139.8096549,Happyplace,https://happyplace.pet/event/tochigi_wanko-kyusyutu_nasuhiland_sakura_2024/
【千葉県】DoggieなHarbor vol.8,,千葉県,,千葉県,千葉県,,35.5493990,140.2647303,Happyplace,https://happyplace.pet/event/chiba_doggie-na-harbor_sakura_2024/
【神奈川県】SEASIDE DOGRUN 2024 SPRING in 海の公園,,神奈川県,,神奈川県,神奈川県,,35.4342935,139.3747530,Happyplace,https://happyplace.pet/event/kanagawa_seaside-dogrun_sakura_2024/
【千葉県】みつばちの森マルシェ with DOG,,千葉県,,千葉県,千葉県,,35.5493990,140.2647303,Happyplace,https://happyplace.pet/event/chiba_honeybee-maruche-withdog_sakura_2024/
【群馬県】DOG PARTY collection,,群馬県,,群馬県,群馬県,,36.5219800,139.0334830,Happyplace,https://happyplace.pet/event/gunma_dogparty-collection_sakura_2024/
【北海道】わんふぁみ旭川 vol.4,,北海道,,北海道,北海道,,43.4519831,142.8197834,Happyplace,https://happyplace.pet/event/hokkaido_wanfami-asahikawa_sakura_2024/
【北海道】48 柴の日,,北海道,,北海道,北海道,,43.4519831,142.8197834,Happyplace,https://happyplace.pet/event/hokkaido_48shiba-fes_sakura_2024/
【福島県】第7弾 うちの仔市場 in 四季の里,,福島県,,福島県,福島県,,37.3662591,140.2511854,Happyplace,https://happyplace.pet/event/fukushima_uchinoko-ichiba_sakura_2024/
【福島県】第16回ペットカーニバル,,福島県,,福島県,福島県,,37.3662591,140.2511854,Happyplace,https://happyplace.pet/event/fukushima_pet-carnival_sakura_2024/
【滋賀県】ピンフェス2024 meets 滋賀農業公園ブルーメの丘,,滋賀県,,滋賀県,滋賀県,,35.2471540,136.1093850,Happyplace,https://happyplace.pet/event/shiga_pinfes_sakura_2024/
【広島県】広島わんわん桜まつり2024,,広島県,,広島県,広島県,,34.5666725,132.7535650,Happyplace,https://happyplace.pet/event/hiroshima_wanwan-sakurafes_2024/
【山口県】ワン★パチ,,山口県,,山口県,山口県,,34.2379614,131.5873845,Happyplace,https://happyplace.pet/event/yamaguchi_wanpachi-sakura_2024/
【滋賀県】わんわんマルシェin三井アウトレットパーク滋賀竜王Vol.9,,滋賀県,,滋賀県,滋賀県,,35.2471540,136.1093850,Happyplace,https://happyplace.pet/event/shiga_wanwanmarche_sakura_2024/
【和歌山県】BIGわんday3,,和歌山県,,和歌山県,和歌山県,,33.8070292,135.5930743,Happyplace,https://happyplace.pet/event/wakayama_bigwan-day3_2024/
【兵庫県】第5回 wankoPARTY わんこパーティー,,兵庫県,,兵庫県,兵庫県,,34.9149340,134.8606660,Happyplace,https://happyplace.pet/event/hyogo_wanko-party_vol5_2024/
【山梨県】第3回 わんわん大感謝祭,,山梨県,,山梨県,山梨県,,35.6399328,138.6380495,Happyplace,https://happyplace.pet/event/yamanashi_wanwan-thanks-festa_2024/
【岐阜県】犬祭りテラス,,岐阜県,,岐阜県,岐阜県,,35.7867449,137.0460777,Happyplace,https://happyplace.pet/event/gifu_inumatsuri-festa_hanami_2024/
【岐阜県】第39回 わんマル各務原 in OASIS PARK,,岐阜県,,岐阜県,岐阜県,,35.7867449,137.0460777,Happyplace,https://happyplace.pet/event/gifu_wanmaru-festa_vol39_2024/
【宮城県】わたり犬のワン祭り,,宮城県,,宮城県,宮城県,,38.3880155,140.9761025,Happyplace,https://happyplace.pet/event/miyagi_watari-wanwan-festa_2024/
【山梨】ふじQワンぱーく2024,,山梨,,山梨,,山梨,35.6726180,140.1934690,Happyplace,https://happyplace.pet/event/yamanashi_fuziqwanpark_2024/
【福岡】ドッグらんらんフェスタ2,,福岡,,福岡,,福岡,36.7081098,136.9317417,Happyplace,https://happyplace.pet/event/hukuoka_dog-runrun-festa2_2024/
【沖縄】奥武山ワンダフルフェス2024,,沖縄,,沖縄,,沖縄,26.5707754,128.0255901,Happyplace,https://happyplace.pet/event/okinawa_wonderfulfes_2024/
【徳島】わんわんの会 2024 Spring,,徳島,,徳島,,徳島,34.0746743,134.5513898,Happyplace,https://happyplace.pet/event/tokushima_wanwannokai-spring_2024/
【山口】わんだふる山口2024,,山口,,山口,,山口,34.1725428,131.4809337,Happyplace,https://happyplace.pet/event/yamaguchi_wonderful-yamaguchi_2024/
【岡山】となりのマルシェ その6,,岡山,,岡山,,岡山,34.6654089,133.9178250,Happyplace,https://happyplace.pet/event/okayama_tonarino-marche-vol6_2024/
【大阪】王家の宴2024,,大阪,,大阪,,大阪,34.6937569,135.5014539,Happyplace,https://happyplace.pet/event/osaka_oukeno-utage_2024/
【大阪】わんニャスフィスティバル in 豊中,,大阪,,大阪,,大阪,34.6937569,135.5014539,Happyplace,https://happyplace.pet/event/oosaka_wannyan-fes_2024/
【岐阜】いぬの駅マルシェ,,岐阜,,岐阜,,岐阜,35.4094858,136.7569769,Happyplace,https://happyplace.pet/event/gifu_inunoeki-marche_2024-2/
【愛知】わんワンファミリーマルシェ vol.4,,愛知,,愛知,,愛知,34.9991645,137.2545740,Happyplace,https://happyplace.pet/event/aichi_wan-family-marche-vol4_2024/
【岐阜】木曽三川わんこマルシェ,,岐阜,,岐阜,,岐阜,35.4094858,136.7569769,Happyplace,https://happyplace.pet/event/gifu_kisowanko-marche_2024/
【静岡】第5回 いぬのピクニックマルシェ,,静岡,,静岡,,静岡,34.9716389,138.3893389,Happyplace,https://happyplace.pet/event/shizuoka_inuno-picnic-marche-vol5_2024/
【愛知】あかつかわんこvol.1,,愛知,,愛知,,愛知,34.9991645,137.2545740,Happyplace,https://happyplace.pet/event/aichi_akatsukawanko-vol1_2024/
【神奈川】みんなのマルシェ21×ドッグフェス,,神奈川,,神奈川,,神奈川,35.4715374,139.6275073,Happyplace,https://happyplace.pet/event/kanagawa_marche21-dogfes_2024/
【埼玉】第1回love&dog marche,,埼玉,,埼玉,,埼玉,36.1192436,139.4976783,Happyplace,https://happyplace.pet/event/saitama_love-dog-marche-vol1_2024/
【茨城】レトフェス2024,,茨城,,茨城,,茨城,29.9777203,121.4454192,Happyplace,https://happyplace.pet/event/ibaraki_retofes_2024/
【東京】ワンダフル市場,,東京,,東京,,東京,35.6768601,139.7638947,Happyplace,https://happyplace.pet/event/tokyo_wonderful-market_2024/
【千葉】THE DOG FES -犬とホワイトデイ-,,千葉,,千葉,,千葉,35.6137344,140.1125333,Happyplace,https://happyplace.pet/event/tiba_rhe-dog-fes-whiteday-withdog_2024/
【千葉】柏の葉公園 DogFesta 2024,,千葉,,千葉,,千葉,35.6137344,140.1125333,Happyplace,https://happyplace.pet/event/tiba_dogfesta_2024/
【茨城】第5回 SMILEマルシェ,,茨城,,茨城,,茨城,29.9777203,121.4454192,Happyplace,https://happyplace.pet/event/ibaraki_smile-marche-vol5_2024/
【神奈川】pop-up marché いぬマル,,神奈川,,神奈川,,神奈川,35.4715374,139.6275073,Happyplace,https://happyplace.pet/event/kanagawa_pop-up-marche-inumaru_2024/
【神奈川】赤レンガでわんさんぽ,,神奈川,,神奈川,,神奈川,35.4715374,139.6275073,Happyplace,https://happyplace.pet/event/kanagawa_akarenga-wansanpo_2024/
【福岡県】合同譲渡会＆チャリティーマルシェ〜with you〜,2023-03-12,福岡県,,福岡県,福岡県,,33.6251241,130.6180016,Happyplace,https://happyplace.pet/event/fukuoka_withyou-marche_spring_2024/
【熊本県】第3回 わんにゃんマルシェ,,熊本県,,熊本県,熊本県,,32.6450475,130.6341345,Happyplace,https://happyplace.pet/event/kumamoto_wannyan-marche-vol3_spring_2024/
【大阪府】れじおんマーケット WAN FESTA WAN,,大阪府,,大阪府,大阪府,,34.6198813,135.4903570,Happyplace,https://happyplace.pet/event/osaka_region-market_spring_2024/
【大阪府】わんことマルシェ vol.12,,大阪府,,大阪府,大阪府,,34.6198813,135.4903570,Happyplace,https://happyplace.pet/event/osaka_wanko-to-marche_spring_2024/
【兵庫県】Log-in LOVE PET FESTA vol.8（Spark joy festa）,,兵庫県,,兵庫県,兵庫県,,34.9149340,134.8606660,Happyplace,https://happyplace.pet/event/hyogo_loginpet-festa_spring_2024/
【兵庫県】SPARK JOY FESTA in 姫路 大手前公園,,兵庫県,,兵庫県,兵庫県,,34.9149340,134.8606660,Happyplace,https://happyplace.pet/event/hyogo_spark-joy-festa_spring_2024/
【静岡県】第2回 伊豆高原わんわんマルシェ,,静岡県,,静岡県,静岡県,,34.9332488,138.0955398,Happyplace,https://happyplace.pet/event/shizuoka_izu-kogenwanwan-marche_spring_2024/
【愛知県】wandarake fest ! 31 & 32（わんだらけフェス）,,愛知県,,愛知県,愛知県,,34.9991645,137.2545740,Happyplace,https://happyplace.pet/event/aichi_wandarake-fest-3132_spring_2024/
【愛知県】第3回 春日井わんわんマルシェ with DOG,,愛知県,,愛知県,愛知県,,34.9991645,137.2545740,Happyplace,https://happyplace.pet/event/aichi_kasugai-wanwan_marche_spring_2024/
【岐阜県】いぬの駅マルシェ,,岐阜県,,岐阜県,岐阜県,,35.7867449,137.0460777,Happyplace,https://happyplace.pet/event/gifu_inu-no-eki_marche_spring_2024/
【愛知県】わんこでGO！inイッセイドウ,,愛知県,,愛知県,愛知県,,34.9991645,137.2545740,Happyplace,https://happyplace.pet/event/aichi_wanko-de-go_spring_2024/
【神奈川県】わんにゃんSmileフェス 2024 春,,神奈川県,,神奈川県,神奈川県,,35.4342935,139.3747530,Happyplace,https://happyplace.pet/event/kanagawa_wannyansmile-festa_spring_2024/
【埼玉県】BOO!! BULL BOO!! FESTA,,埼玉県,,埼玉県,埼玉県,,35.9754168,139.4160114,Happyplace,https://happyplace.pet/event/saitama_boobullboo-festa_spring_2024/
【神奈川県】キャバ主総会,,神奈川県,,神奈川県,神奈川県,,35.4342935,139.3747530,Happyplace,https://happyplace.pet/event/kanagawa_cavalier-meeting_spring_2024/
【神奈川県】和市ーなごみいちー,,神奈川県,,神奈川県,神奈川県,,35.4342935,139.3747530,Happyplace,https://happyplace.pet/event/kanagawa_nagomiichi_spring_2024/
【埼玉県】ドッグフレンドリーフェスタ in メッツァビレッジ2024 MARCH,,埼玉県,,埼玉県,埼玉県,,35.9754168,139.4160114,Happyplace,https://happyplace.pet/event/saitama_dogfriendlyfes-march_spring_2024/
【千葉県】第18回ワンOneday at 柏の葉T-SITE,,千葉県,,千葉県,千葉県,,35.5493990,140.2647303,Happyplace,https://happyplace.pet/event/chiba_kashiwanoha-wanoneday_spring_2024/
【神奈川県】One For Wan WALK 2024,,神奈川県,,神奈川県,神奈川県,,35.4342935,139.3747530,Happyplace,https://happyplace.pet/event/kanagawa_oneforwan-walk_spring_2024/
【福岡県】DACHSHUND JAM,,福岡県,,福岡県,福岡県,,33.6251241,130.6180016,Happyplace,https://happyplace.pet/event/hukuoka_dachshund-jam_2024/
【福岡県】春のわん運動会&マルシェ,,福岡県,,福岡県,福岡県,,33.6251241,130.6180016,Happyplace,https://happyplace.pet/event/hukuoka_spring-wan-marche_2024/
【広島県】第6回 中小企業会館フェスタ,,広島県,,広島県,広島県,,34.5666725,132.7535650,Happyplace,https://happyplace.pet/event/hiroshima_vol6-tyusyoufes_2024/
【岡山県】WAN・NYAN・PARTY,,岡山県,,岡山県,岡山県,,34.8581334,133.7759256,Happyplace,https://happyplace.pet/event/okayama_wan-nyan-party_2024/
【兵庫県】第４回ハーバーワンダーランド,,兵庫県,,兵庫県,兵庫県,,34.9149340,134.8606660,Happyplace,https://happyplace.pet/event/hyogo_haba-wanderland-vol4_2024/
【京都府】DOG PARTY 2024,,京都府,,京都府,京都,府,34.9861908,135.7601217,Happyplace,https://happyplace.pet/event/kyoto_dog-party_2024/
【滋賀県】わんちゃんと楽しめるマルシェ,,滋賀県,,滋賀県,滋賀県,,35.2471540,136.1093850,Happyplace,https://happyplace.pet/event/shiga_withwanko-marche_2024/
【静岡県】第4回しっぽっちマルシェ,,静岡県,,静岡県,静岡県,,34.9332488,138.0955398,Happyplace,https://happyplace.pet/event/shizuoka_sippoti-marche-vol4_2024/
【静岡県】Vol.1 渚園DEKAKERU wankobiyori,,静岡県,,静岡県,静岡県,,34.9332488,138.0955398,Happyplace,https://happyplace.pet/event/shizuoka_dekakeruwanko-vol1_2024/
【愛知県】わんワンダーフェス津島天王川公園,,愛知県,,愛知県,愛知県,,34.9991645,137.2545740,Happyplace,https://happyplace.pet/event/aichi_wanwander-fes_2024/
【愛知県】ワンぱらマルシェ in 一宮,,愛知県,,愛知県,愛知県,,34.9991645,137.2545740,Happyplace,https://happyplace.pet/event/aichi_wanpara-marche_2024/
【東京都】有明ドッグフェスティバル,,東京都,,東京都,東京都,,35.6768601,139.7638947,Happyplace,https://happyplace.pet/event/tokyo_ariake-dog-fes_2024/
【埼玉県】おいしいマルシェ×いぬのおまつり,,埼玉県,,埼玉県,埼玉県,,35.9754168,139.4160114,Happyplace,https://happyplace.pet/event/saitama_oishiimarche-inufes_2024/
【茨城県】ドッグフレンドリーフェスタ,,茨城県,,茨城県,茨城県,,36.2869536,140.4703384,Happyplace,https://happyplace.pet/event/ibaraki_dog-friendly-festa_2024/
【千葉県】PET FESTA INAGE,,千葉県,,千葉県,千葉県,,35.5493990,140.2647303,Happyplace,https://happyplace.pet/event/chiba_pet-festa-inage_2024/
【東京都】PETPLE（ペップル）,,東京都,,東京都,東京都,,35.6768601,139.7638947,Happyplace,https://happyplace.pet/event/tokyo_petple_2024/
【神奈川県】油壺＋wan MARKET,,神奈川県,,神奈川県,神奈川県,,35.4342935,139.3747530,Happyplace,https://happyplace.pet/event/kanagawa_aburatsubo-wan_2024/
【岡山県】第5回Cuore Fes （クオーレフェス）,,岡山県,,岡山県,岡山県,,34.8581334,133.7759256,Happyplace,https://happyplace.pet/event/okayama_cuore-fes_spring_2024/
【宮崎県】わんにゃんパルパルーザ,,宮崎県,,宮崎県,宮崎県,,32.0976810,131.2945420,Happyplace,https://happyplace.pet/event/miyazaki_wannyan-palpalooza_spring_2024/
【三重県】フジマルシェ,,三重県,,三重県,三重県,,34.7339685,136.5154489,Happyplace,https://happyplace.pet/event/mie_fiji-marche_spring_2024/
【大阪府】わんニャスフェスティバル in 茨木,,大阪府,,大阪府,大阪府,,34.6198813,135.4903570,Happyplace,https://happyplace.pet/event/osaka_wannyasfes_spring_2024/
【兵庫県】WAN’S Dog Expo 2024,,兵庫県,,兵庫県,兵庫県,,34.9149340,134.8606660,Happyplace,https://happyplace.pet/event/hyogo_wansdogexpo_spring_2024/
【兵庫県】第４回ハーバーワンダーランド,,兵庫県,,兵庫県,兵庫県,,34.9149340,134.8606660,Happyplace,https://happyplace.pet/event/hyogo_harborland-vol4_spring_2024/
【大阪府】つながる犬市 Vol.1,,大阪府,,大阪府,大阪府,,34.6198813,135.4903570,Happyplace,https://happyplace.pet/event/osaka_tsunagaru-inuichi_spring_2024/
【大阪府】あつまれ！わんダーランド,,大阪府,,大阪府,大阪府,,34.6198813,135.4903570,Happyplace,https://happyplace.pet/event/osaka_atsumare-wanderland-marche_spring_2024/
【大阪府】MANAあにまるフェス in 奥河内くろまろの郷,,大阪府,,大阪府,大阪府,,34.6198813,135.4903570,Happyplace,https://happyplace.pet/event/osaka_mana-animalfes_spring_2024/
【京都府】ACEわんにゃんマルシェ,,京都府,,京都府,京都,府,34.9861908,135.7601217,Happyplace,https://happyplace.pet/event/kyoto_ace-wannyan-marche_spring_2024/
【岐阜県】いぬの駅マルシェ,,岐阜県,,岐阜県,岐阜県,,35.7867449,137.0460777,Happyplace,https://happyplace.pet/event/gifu_inunoeki-marche_spring_2024/
【静岡県】第1回 いぬのくに お花見わんこマルシェ,,静岡県,,静岡県,静岡県,,34.9332488,138.0955398,Happyplace,https://happyplace.pet/event/shizuoka_inunokuni-ohanami-marche_spring_2024/
【愛知県】よつばマルシェ,,愛知県,,愛知県,愛知県,,34.9991645,137.2545740,Happyplace,https://happyplace.pet/event/aichi_yotsuba-marche_spring_2024/
【千葉県】THE DOG FES 2024-犬とバレンタイン💝-,,千葉県,,千葉県,千葉県,,35.5493990,140.2647303,Happyplace,https://happyplace.pet/event/chiba_thedogfes-valentine-vol2_2024/
【東京都】LEXUS DOG FESTA Presented by LEXUS Ariake,,東京都,,東京都,東京都,,35.6768601,139.7638947,Happyplace,https://happyplace.pet/event/tokyo_lexus-dogfesta_spring_2024/
【茨城県】新利根マルシェ わんこDAY,,茨城県,,茨城県,茨城県,,36.2869536,140.4703384,Happyplace,https://happyplace.pet/event/ibaraki_shintone-marche_spring_2024/
【北海道】HAPPY BAZAAR ~ハッピーバザール-inアモール,,北海道,,北海道,北海道,,43.4519831,142.8197834,Happyplace,https://happyplace.pet/event/hokkaido_happy-bazaar_spring_2024/
【北海道】あったか・ホッコリマルシェ,,北海道,,北海道,北海道,,43.4519831,142.8197834,Happyplace,https://happyplace.pet/event/hokkaido_attaka-hokkorimarsye_2024/
【宮城県】台ヶ森ひな祭りわんわんマルシェ,,宮城県,,宮城県,宮城県,,38.3880155,140.9761025,Happyplace,https://happyplace.pet/event/miyagi_daigamiri-hinamaturi-wanwanmarche_2024/
【茨城県】ちょびマルシェ,,茨城県,,茨城県,茨城県,,36.2869536,140.4703384,Happyplace,https://happyplace.pet/event/ibaraki_tyobi-marche_spring_2024/
【埼玉県】わんこのフェス by MOLUYUKA〜ちょっと遅いバレンタインに愛を込めて〜,,埼玉県,,埼玉県,埼玉県,,35.9754168,139.4160114,Happyplace,https://happyplace.pet/event/saitama_wankonofes-moluyuka-spring_2024/
