address,lat,lon,source,raw_json
日本、〒992-0051 山形県米沢市城北１丁目３−９,,,nominatim,"{""note"": ""no_result""}"
日本、〒992-1441 山形県米沢市笹野町２３０１−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒992-0059 山形県米沢市西大通２丁目２−２９,,,nominatim,"{""note"": ""no_result""}"
日本、〒992-0045 山形県米沢市中央５丁目３−２５,,,nominatim,"{""note"": ""no_result""}"
日本、〒992-0064 山形県米沢市杉の目町１７９４,,,nominatim,"{""note"": ""no_result""}"
日本、〒992-0014 山形県米沢市鍛冶町４５８１,,,nominatim,"{""note"": ""no_result""}"
日本、〒992-0012 山形県米沢市金池５丁目６−１１９ ２F,,,nominatim,"{""note"": ""no_result""}"
日本、〒992-0065 山形県米沢市笹野町６３８２,,,nominatim,"{""note"": ""no_result""}"
日本、〒960-0101 福島県福島市瀬上町寺前７−１５,,,nominatim,"{""note"": ""no_result""}"
日本、〒960-0111 福島県福島市丸子三條院６−６７ NTマンション 103号,,,nominatim,"{""note"": ""no_result""}"
日本、〒960-8203 福島県福島市本内南下釜３−１２９,,,nominatim,"{""note"": ""no_result""}"
日本、〒960-8231 福島県福島市北原３ 129,,,nominatim,"{""note"": ""no_result""}"
日本、〒960-0102 福島県福島市鎌田川添１−４ 2F,,,nominatim,"{""note"": ""no_result""}"
日本、〒960-0101 福島県福島市瀬上町北中川原６−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒960-0116 福島県福島市宮代前畑１０−９,,,nominatim,"{""note"": ""no_result""}"
日本、〒960-0101 福島県福島市瀬上町町裏31−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒970-8005 福島県いわき市平下平窪古川2−１５ 東,,,nominatim,"{""note"": ""no_result""}"
日本、〒310-0805 茨城県水戸市中央１丁目３−１６ 山口ビル 2階,,,nominatim,"{""note"": ""no_result""}"
日本、〒310-0805 茨城県水戸市中央１丁目６−９,,,nominatim,"{""note"": ""no_result""}"
日本、〒310-0803 茨城県水戸市城南２丁目１４−２１,,,nominatim,"{""note"": ""no_result""}"
日本、〒310-0836 茨城県水戸市元吉田町１６２６,,,nominatim,"{""note"": ""no_result""}"
日本、〒310-0826 茨城県水戸市渋井町２６０−６,,,nominatim,"{""note"": ""no_result""}"
日本、〒310-0841 茨城県水戸市酒門町３２３４−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒310-0836 茨城県水戸市元吉田町１５９０−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒310-0836 茨城県水戸市元吉田町１５１８−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒310-0825 茨城県水戸市谷田町４１８−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒310-0836 茨城県水戸市元吉田町１４６５−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒310-0841 茨城県水戸市酒門町上千束３２３４−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒310-0815 茨城県水戸市本町１丁目１０−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒310-0836 茨城県水戸市元吉田町１４６３−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒300-1152 茨城県稲敷郡阿見町荒川本郷２０３３−１９６ サクラテラス 001号室,,,nominatim,"{""note"": ""no_result""}"
日本、〒300-1207 茨城県牛久市ひたち野東３丁目６−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒300-1159 茨城県稲敷郡阿見町本郷３丁目１−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒300-0333 茨城県稲敷郡阿見町若栗１３３８−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒300-1152 茨城県稲敷郡阿見町荒川本郷２０３３−１７７ カインズ阿見店内,,,nominatim,"{""note"": ""no_result""}"
日本、〒300-0334 茨城県稲敷郡阿見町鈴木５０−３７,,,nominatim,"{""note"": ""no_result""}"
日本、〒300-1161 茨城県稲敷郡阿見町よしわら１丁目22−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒300-1152 茨城県稲敷郡阿見町荒川本郷１７６１−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒320-0033 栃木県宇都宮市本町６−１１ カサブランカビル 2F,,,nominatim,"{""note"": ""no_result""}"
日本、〒320-0804 栃木県宇都宮市二荒町２−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒320-0804 栃木県宇都宮市二荒町５−２ SAKAIビル 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒321-0964 栃木県宇都宮市駅前通り１丁目５−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒320-0811 栃木県宇都宮市大通り１丁目１−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒321-0982 栃木県宇都宮市御幸ケ原町８９−９１,,,nominatim,"{""note"": ""no_result""}"
日本、〒320-0024 栃木県宇都宮市栄町４−１８,,,nominatim,"{""note"": ""no_result""}"
日本、〒321-0951 栃木県宇都宮市越戸２丁目１８−８,,,nominatim,"{""note"": ""no_result""}"
日本、〒320-0817 栃木県宇都宮市本丸町１４−２ MAビル 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒321-0942 栃木県宇都宮市峰１丁目２−１２,,,nominatim,"{""note"": ""no_result""}"
日本、〒321-0968 栃木県宇都宮市中今泉４丁目３−２２,,,nominatim,"{""note"": ""no_result""}"
"フランス写真館, 旧, １-8 伝馬町 宇都宮市 栃木県 320-0035 日本",,,nominatim,"{""note"": ""no_result""}"
日本、〒321-0982 栃木県宇都宮市御幸ケ原町１４３−１７ ポケットオフィス 102,,,nominatim,"{""note"": ""no_result""}"
日本、〒320-0014 栃木県宇都宮市大曽２丁目４−８,,,nominatim,"{""note"": ""no_result""}"
日本、〒321-0962 栃木県宇都宮市今泉町２５４３−１５５ dog salon MOFF,,,nominatim,"{""note"": ""no_result""}"
日本、〒321-0954 栃木県宇都宮市元今泉１丁目３−１ イマイエ・アーバンコネクション1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒320-0831 栃木県宇都宮市新町１丁目６−８,,,nominatim,"{""note"": ""no_result""}"
日本、〒321-0954 栃木県宇都宮市元今泉３丁目２３−１２,,,nominatim,"{""note"": ""no_result""}"
日本、〒321-0954 栃木県宇都宮市元今泉５丁目１２−１ ホームセンター カンセキ 駅東店内,,,nominatim,"{""note"": ""no_result""}"
日本、〒320-0826 栃木県宇都宮市西原町３２９８−１８,,,nominatim,"{""note"": ""no_result""}"
日本、〒321-0967 栃木県宇都宮市錦２丁目１−１６,,,nominatim,"{""note"": ""no_result""}"
日本、〒329-1233 栃木県塩谷郡高根沢町宝積寺１８５６−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒329-1225 栃木県塩谷郡高根沢町石末３８４３−１ ３８４３番地１,,,nominatim,"{""note"": ""no_result""}"
日本、〒329-1232 栃木県塩谷郡高根沢町光陽台５丁目１−１３,,,nominatim,"{""note"": ""no_result""}"
日本、〒300-3572 茨城県結城郡八千代町菅谷７２７,,,nominatim,"{""note"": ""no_result""}"
日本、〒300-3516 茨城県結城郡八千代町高崎１０７６−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒304-0007 茨城県下妻市黒駒１３５−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒327-0317 栃木県佐野市田沼町1548ー1,,,nominatim,"{""note"": ""no_result""}"
日本、〒327-0311 栃木県佐野市多田町９１７,,,nominatim,"{""note"": ""no_result""}"
日本、〒327-0318 栃木県佐野市山越町３３６−６,,,nominatim,"{""note"": ""no_result""}"
日本、〒319-0201 茨城県笠間市上郷３３６６,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0133 群馬県前橋市端気町１４６−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0052 群馬県前橋市上沖町１０１−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0015 群馬県前橋市三河町１丁目１−１０７,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0017 群馬県前橋市日吉町１丁目１−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0016 群馬県前橋市城東町１丁目1−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0032 群馬県前橋市若宮町２丁目１１−９,,,nominatim,"{""note"": ""no_result""}"
日本、〒379-2154 群馬県前橋市天川大島町２丁目３２−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0804 群馬県前橋市六供町１丁目８−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0801 群馬県前橋市文京町４丁目７−３４ イシイビル,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0134 群馬県前橋市小神明町３１７−１７,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0017 群馬県前橋市日吉町４丁目３２−２ シノダコーポ,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0018 群馬県前橋市三俣町１丁目２２−６,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0054 群馬県前橋市下細井町３０６−５ 横山コーポ 105,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0004 群馬県前橋市亀泉町７９６−１ ドッグサロンＫＯＩ,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0801 群馬県前橋市文京町３丁目１７−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0032 群馬県前橋市若宮町１丁目１３−１ 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0005 群馬県前橋市堀之下町１６７,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0017 群馬県前橋市日吉町１丁目１−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒371-0801 群馬県前橋市文京町３丁目３３−１３ 前橋水族館,,,nominatim,"{""note"": ""no_result""}"
日本、〒370-0701 群馬県邑楽郡明和町南大島72−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒370-0722 群馬県邑楽郡千代田町萱野８１３−１ ジョイフル本田千代田店内,,,nominatim,"{""note"": ""no_result""}"
日本、〒370-0712 群馬県邑楽郡明和町矢島７０９−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒376-0142 群馬県桐生市黒保根町八木原宮原５７９ 1(カフェ棟,,,nominatim,"{""note"": ""no_result""}"
日本、〒376-0142 群馬県桐生市黒保根町八木原宮原５７９−１ BBQ棟,,,nominatim,"{""note"": ""no_result""}"
日本、〒338-0832 埼玉県さいたま市桜区西堀１丁目１２−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒336-0021 埼玉県さいたま市南区別所４丁目５−１５,,,nominatim,"{""note"": ""no_result""}"
日本、〒336-0042 埼玉県さいたま市南区大谷口６００−３ 野口ハイツ 6,,,nominatim,"{""note"": ""no_result""}"
日本、〒336-0021 埼玉県さいたま市南区別所４丁目１１−１７,,,nominatim,"{""note"": ""no_result""}"
日本、〒330-0061 埼玉県さいたま市浦和区常盤３丁目２,,,nominatim,"{""note"": ""no_result""}"
日本、〒330-0052 埼玉県さいたま市浦和区本太１丁目８−１５,,,nominatim,"{""note"": ""no_result""}"
日本、〒336-0931 埼玉県さいたま市緑区原山２丁目１３−１５,,,nominatim,"{""note"": ""no_result""}"
日本、〒330-0063 埼玉県さいたま市浦和区高砂３丁目７−２ さくら草ビル 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒336-0907 埼玉県さいたま市緑区道祖土３丁目１７−２ メゾン・プリムベール,,,nominatim,"{""note"": ""no_result""}"
日本、〒330-0064 埼玉県さいたま市浦和区岸町７丁目１１−２ 松栄浦和ビル 1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒338-0002 埼玉県さいたま市中央区下落合１０６５−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒330-0063 埼玉県さいたま市浦和区高砂４丁目６−１５,,,nominatim,"{""note"": ""no_result""}"
日本、〒338-0013 埼玉県さいたま市中央区鈴谷２丁目６６５−３−１０１,,,nominatim,"{""note"": ""no_result""}"
日本、〒336-0931 埼玉県さいたま市緑区原山３丁目１８−９,,,nominatim,"{""note"": ""no_result""}"
日本、〒338-0002 埼玉県さいたま市中央区下落合５丁目１−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒330-0075 埼玉県さいたま市浦和区針ヶ谷３丁目６−２ ＴＩビル 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒330-0052 埼玉県さいたま市浦和区本太５丁目２６−１７ 竹前ビル,,,nominatim,"{""note"": ""no_result""}"
日本、〒338-0832 埼玉県さいたま市桜区西堀８丁目８−３３,,,nominatim,"{""note"": ""no_result""}"
日本、〒330-0061 埼玉県さいたま市浦和区常盤１０丁目１９−１５,,,nominatim,"{""note"": ""no_result""}"
日本、〒330-0062 埼玉県さいたま市浦和区仲町４丁目１−１５ 恭永ビル 1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒338-0011 埼玉県さいたま市中央区新中里５丁目２４−６ 四季の荘,,,nominatim,"{""note"": ""no_result""}"
日本、〒330-0073 埼玉県さいたま市浦和区元町１丁目１４−１０ 浦和第一警察犬訓練所,,,nominatim,"{""note"": ""no_result""}"
日本、〒338-0832 埼玉県さいたま市桜区西堀９丁目９−９,,,nominatim,"{""note"": ""no_result""}"
日本、〒330-0073 埼玉県さいたま市浦和区元町３丁目１８−６,,,nominatim,"{""note"": ""no_result""}"
日本、〒336-0021 埼玉県さいたま市南区別所７丁目３−１ オリンピック B1,,,nominatim,"{""note"": ""no_result""}"
日本、〒330-0072 埼玉県さいたま市浦和区領家４丁目５−６ 石塚ビル,,,nominatim,"{""note"": ""no_result""}"
日本、〒347-0033 埼玉県加須市下高柳１３６９−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒346-0195 埼玉県久喜市菖蒲町菖蒲6005番地1 モラージュ菖蒲 1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒347-0033 埼玉県加須市下高柳１丁目１７,,,nominatim,"{""note"": ""no_result""}"
日本、〒347-0112 埼玉県加須市芋茎１１７３,,,nominatim,"{""note"": ""no_result""}"
日本、〒347-0045 埼玉県加須市富士見町４−２６,,,nominatim,"{""note"": ""no_result""}"
日本、〒347-0063 埼玉県加須市久下５丁目３２０−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒347-0033 埼玉県加須市下高柳１５６２,,,nominatim,"{""note"": ""no_result""}"
日本、〒347-0105 埼玉県加須市騎西１２５１,,,nominatim,"{""note"": ""no_result""}"
日本、〒347-0033 埼玉県加須市下高柳１丁目７,,,nominatim,"{""note"": ""no_result""}"
日本、〒347-0063 埼玉県加須市久下５丁目,,,nominatim,"{""note"": ""no_result""}"
日本、〒347-0026 埼玉県加須市油井ケ島５０６,,,nominatim,"{""note"": ""no_result""}"
日本、〒350-0002 埼玉県入間市東町１丁目７−３ 平成ハウス15,,,nominatim,"{""note"": ""no_result""}"
日本、〒358-0004 埼玉県入間市鍵山１丁目８−２１,,,nominatim,"{""note"": ""no_result""}"
日本、〒358-0002 埼玉県入間市東町１丁目２−２３,,,nominatim,"{""note"": ""no_result""}"
日本、〒358-0003 埼玉県入間市豊岡２丁目６−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒350-1306 埼玉県狭山市富士見２丁目１９−３４,,,nominatim,"{""note"": ""no_result""}"
日本、〒350-1305 埼玉県狭山市入間川３１４２−６３,,,nominatim,"{""note"": ""no_result""}"
日本、〒358-0022 埼玉県入間市扇町屋４丁目４−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒350-1305 埼玉県狭山市入間川３丁目５−１８,,,nominatim,"{""note"": ""no_result""}"
日本、〒358-0004 埼玉県入間市鍵山２丁目９−２８,,,nominatim,"{""note"": ""no_result""}"
日本、〒358-0023 埼玉県入間市扇台２丁目１−２４,,,nominatim,"{""note"": ""no_result""}"
日本、〒358-0002 埼玉県入間市東町２丁目１−１９−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒350-1308 埼玉県狭山市中央１丁目１６−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒358-0022 埼玉県入間市扇町屋１丁目４−１６,,,nominatim,"{""note"": ""no_result""}"
日本、〒350-1305 埼玉県狭山市入間川３丁目３１−５ そよら武蔵狭山店 2F,,,nominatim,"{""note"": ""no_result""}"
日本、〒350-1328 埼玉県狭山市広瀬台１丁目４９−２４,,,nominatim,"{""note"": ""no_result""}"
日本、〒358-0002 埼玉県入間市東町１丁目７−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒350-1324 埼玉県狭山市稲荷山１丁目２３−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒358-0001 埼玉県入間市向陽台２丁目１−２１,,,nominatim,"{""note"": ""no_result""}"
日本、〒350-1335 埼玉県狭山市柏原２９１０−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒350-1308 埼玉県狭山市中央２丁目２５−２１,,,nominatim,"{""note"": ""no_result""}"
日本、〒350-1305 埼玉県狭山市入間川１丁目２２−１０ アイビーハイツ 102号室,,,nominatim,"{""note"": ""no_result""}"
日本、〒350-1323 埼玉県狭山市鵜ノ木１３−１０,,,nominatim,"{""note"": ""no_result""}"
日本、〒358-0002 埼玉県入間市東町１丁目２−２２ ジョンソンタウン2428S,,,nominatim,"{""note"": ""no_result""}"
日本、〒350-1305 埼玉県狭山市入間川３丁目３１−５ そよら武蔵狭山ＳＣ内 ２階,,,nominatim,"{""note"": ""no_result""}"
日本、〒350-1320 埼玉県狭山市広瀬東４丁目１５−３４ メゾンド上広瀬,,,nominatim,"{""note"": ""no_result""}"
日本、〒192-0155 東京都八王子市小津町７１８,,,nominatim,"{""note"": ""no_result""}"
日本、〒192-0155 東京都八王子市小津町７８３,,,nominatim,"{""note"": ""no_result""}"
日本、〒343-0041 埼玉県越谷市千間台西１丁目9−１３ ヴェルエール・メゾン 1F-B,,,nominatim,"{""note"": ""no_result""}"
日本、〒343-0106 埼玉県北葛飾郡松伏町大川戸９３７−１,,,nominatim,"{""note"": ""no_result""}"
